TABLE_NAME,COLUMN_NAME,DATA_TYPE,DATA_PRECISION,DATA_SCALE,HCAT_TYPE
ASMT_ALL,TOT44,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD44,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL44,NUMBER,NA,NA,bigint
ASMT_ALL,VAL44,NUMBER,NA,NA,bigint
ASMT_ALL,TOT45,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD45,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL45,NUMBER,NA,NA,bigint
ASMT_ALL,VAL45,NUMBER,NA,NA,bigint
ASMT_ALL,TOT46,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD46,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL46,NUMBER,NA,NA,bigint
ASMT_ALL,VAL46,NUMBER,NA,NA,bigint
ASMT_ALL,TOT47,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD47,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL47,NUMBER,NA,NA,bigint
ASMT_ALL,VAL47,NUMBER,NA,NA,bigint
ASMT_ALL,TOT48,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD48,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL48,NUMBER,NA,NA,bigint
ASMT_ALL,VAL48,NUMBER,NA,NA,bigint
ASMT_ALL,TOT49,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD49,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL49,NUMBER,NA,NA,bigint
ASMT_ALL,VAL49,NUMBER,NA,NA,bigint
ASMT_ALL,TOT50,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD50,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL50,NUMBER,NA,NA,bigint
ASMT_ALL,VAL50,NUMBER,NA,NA,bigint
ASMT_ALL,NOTE1,VARCHAR2,NA,NA,string
ASMT_ALL,NOTE2,VARCHAR2,NA,NA,string
ASMT_ALL,DEACTIVAT,DATE,NA,NA,string
ASMT_ALL,IASW_ID,NUMBER,NA,NA,bigint
ASMT_ALL,TRANS_ID,NUMBER,10,0,bigint
ASMT_ALL,UPD_STATUS,VARCHAR2,NA,NA,string
ASMT_ALL,TOT51,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD51,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL51,NUMBER,NA,NA,bigint
ASMT_ALL,VAL51,NUMBER,NA,NA,bigint
ASMT_ALL,TOT52,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD52,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL52,NUMBER,NA,NA,bigint
ASMT_ALL,VAL52,NUMBER,NA,NA,bigint
ASMT_ALL,TOT53,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD53,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL53,NUMBER,NA,NA,bigint
ASMT_ALL,VAL53,NUMBER,NA,NA,bigint
ASMT_ALL,TOT54,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD54,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL54,NUMBER,NA,NA,bigint
ASMT_ALL,VAL54,NUMBER,NA,NA,bigint
ASMT_ALL,TOT55,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD55,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL55,NUMBER,NA,NA,bigint
ASMT_ALL,VAL55,NUMBER,NA,NA,bigint
ASMT_ALL,TOT56,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD56,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL56,NUMBER,NA,NA,bigint
ASMT_ALL,VAL56,NUMBER,NA,NA,bigint
ASMT_ALL,TOT57,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD57,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL57,NUMBER,NA,NA,bigint
ASMT_ALL,VAL57,NUMBER,NA,NA,bigint
ASMT_ALL,TOT58,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD58,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL58,NUMBER,NA,NA,bigint
ASMT_ALL,VAL58,NUMBER,NA,NA,bigint
ASMT_ALL,TOT59,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD59,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL59,NUMBER,NA,NA,bigint
ASMT_ALL,VAL59,NUMBER,NA,NA,bigint
ASMT_ALL,TOT60,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD60,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL60,NUMBER,NA,NA,bigint
ASMT_ALL,VAL60,NUMBER,NA,NA,bigint
ASMT_ALL,SPLITNO,NUMBER,15,0,double
ASMT_ALL,USER1,VARCHAR2,NA,NA,string
ASMT_ALL,USER2,VARCHAR2,NA,NA,string
ASMT_ALL,USER3,VARCHAR2,NA,NA,string
ASMT_ALL,USER4,VARCHAR2,NA,NA,string
ASMT_ALL,USER5,VARCHAR2,NA,NA,string
ASMT_ALL,USER6,VARCHAR2,NA,NA,string
ASMT_ALL,USER7,VARCHAR2,NA,NA,string
ASMT_ALL,USER8,VARCHAR2,NA,NA,string
ASMT_ALL,USER9,VARCHAR2,NA,NA,string
ASMT_ALL,USER10,VARCHAR2,NA,NA,string
ASMT_ALL,USER11,VARCHAR2,NA,NA,string
ASMT_ALL,USER12,VARCHAR2,NA,NA,string
ASMT_ALL,USER13,VARCHAR2,NA,NA,string
ASMT_ALL,USER14,VARCHAR2,NA,NA,string
ASMT_ALL,USER15,VARCHAR2,NA,NA,string
ASMT_ALL,USER16,VARCHAR2,NA,NA,string
ASMT_ALL,USER17,VARCHAR2,NA,NA,string
ASMT_ALL,USER18,VARCHAR2,NA,NA,string
ASMT_ALL,USER19,VARCHAR2,NA,NA,string
ASMT_ALL,USER20,VARCHAR2,NA,NA,string
ASMT_ALL,USERVAL1,NUMBER,NA,NA,bigint
ASMT_ALL,USERVAL2,NUMBER,NA,NA,bigint
ASMT_ALL,USERVAL3,NUMBER,NA,NA,bigint
ASMT_ALL,USERVAL4,NUMBER,NA,NA,bigint
ASMT_ALL,USERVAL5,NUMBER,NA,NA,bigint
ASMT_ALL,UDATE6,DATE,NA,NA,string
ASMT_ALL,UDATE7,DATE,NA,NA,string
ASMT_ALL,UDATE8,DATE,NA,NA,string
ASMT_ALL,UDATE9,DATE,NA,NA,string
ASMT_ALL,UDATE10,DATE,NA,NA,string
ASMT_HIST,JUR,VARCHAR2,NA,NA,string
ASMT_HIST,ROLLTYPE,VARCHAR2,NA,NA,string
ASMT_HIST,PARID,VARCHAR2,NA,NA,string
ASMT_HIST,TAXYR,NUMBER,4,0,bigint
ASMT_HIST,VALYEAR,NUMBER,4,0,bigint
ASMT_HIST,VALCLASS,VARCHAR2,NA,NA,string
ASMT_HIST,OVRCLASS,VARCHAR2,NA,NA,string
ASMT_HIST,TAXTABLE,VARCHAR2,NA,NA,string
ASMT_HIST,DISTCODE,VARCHAR2,NA,NA,string
ASMT_HIST,SEQ,NUMBER,3,0,bigint
ASMT_HIST,CUR,VARCHAR2,NA,NA,string
ASMT_HIST,WHO,VARCHAR2,NA,NA,string
ASMT_HIST,WEN,DATE,NA,NA,string
ASMT_HIST,WHOCALC,VARCHAR2,NA,NA,string
ASMT_HIST,WENCALC,DATE,NA,NA,string
ASMT_HIST,STATUS,VARCHAR2,NA,NA,string
ASMT_HIST,REASCD,VARCHAR2,NA,NA,string
ASMT_HIST,PROCNAME,VARCHAR2,NA,NA,string
ASMT_HIST,PROCDATE,DATE,NA,NA,string
ASMT_HIST,FLAG1,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG2,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG3,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG4,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG5,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG6,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG7,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG8,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG9,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG10,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG11,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG12,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG13,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG14,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG15,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG16,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG17,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG18,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG19,VARCHAR2,NA,NA,string
ASMT_HIST,FLAG20,VARCHAR2,NA,NA,string
ASMT_HIST,UDATE1,DATE,NA,NA,string
ASMT_HIST,UDATE2,DATE,NA,NA,string
ASMT_HIST,UDATE3,DATE,NA,NA,string
ASMT_HIST,UDATE4,DATE,NA,NA,string
ASMT_HIST,UDATE5,DATE,NA,NA,string
ASMT_HIST,CLASS,VARCHAR2,NA,NA,string
ASMT_HIST,LUC,VARCHAR2,NA,NA,string
ASMT_HIST,TOTASM1,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCODASM1,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVALASM1,NUMBER,NA,NA,bigint
ASMT_HIST,VALASM1,NUMBER,NA,NA,bigint
ASMT_HIST,TOTASM2,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCODASM2,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVALASM2,NUMBER,NA,NA,bigint
ASMT_HIST,VALASM2,NUMBER,NA,NA,bigint
ASMT_HIST,TOTASM3,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCODASM3,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVALASM3,NUMBER,NA,NA,bigint
ASMT_HIST,VALASM3,NUMBER,NA,NA,bigint
ASMT_HIST,TOTAPR1,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCODAPR1,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVALAPR1,NUMBER,NA,NA,double
ASMT_HIST,VALAPR1,NUMBER,NA,NA,bigint
ASMT_HIST,TOTAPR2,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCODAPR2,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVALAPR2,NUMBER,NA,NA,double
ASMT_HIST,VALAPR2,NUMBER,NA,NA,bigint
ASMT_HIST,TOTAPR3,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCODAPR3,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVALAPR3,NUMBER,NA,NA,double
ASMT_HIST,VALAPR3,NUMBER,NA,NA,bigint
ASMT_HIST,TOTTAX,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCODTAX,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVALTAX,NUMBER,NA,NA,bigint
ASMT_HIST,VALTAX,NUMBER,NA,NA,bigint
ASMT_HIST,TOT01,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD01,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL01,NUMBER,NA,NA,bigint
ASMT_HIST,VAL01,NUMBER,NA,NA,bigint
ASMT_HIST,TOT02,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD02,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL02,NUMBER,NA,NA,bigint
ASMT_HIST,VAL02,NUMBER,NA,NA,bigint
ASMT_HIST,TOT03,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD03,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL03,NUMBER,NA,NA,bigint
ASMT_HIST,VAL03,NUMBER,NA,NA,bigint
ASMT_HIST,TOT04,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD04,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL04,NUMBER,NA,NA,bigint
ASMT_HIST,VAL04,NUMBER,NA,NA,bigint
ASMT_HIST,TOT05,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD05,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL05,NUMBER,NA,NA,bigint
ASMT_HIST,VAL05,NUMBER,NA,NA,bigint
ASMT_HIST,TOT06,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD06,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL06,NUMBER,NA,NA,bigint
ASMT_HIST,VAL06,NUMBER,NA,NA,bigint
ASMT_HIST,TOT07,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD07,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL07,NUMBER,NA,NA,bigint
ASMT_HIST,VAL07,NUMBER,NA,NA,bigint
ASMT_HIST,TOT08,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD08,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL08,NUMBER,NA,NA,bigint
ASMT_HIST,VAL08,NUMBER,NA,NA,bigint
ASMT_HIST,TOT09,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD09,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL09,NUMBER,NA,NA,bigint
ASMT_HIST,VAL09,NUMBER,NA,NA,bigint
ASMT_HIST,TOT10,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD10,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL10,NUMBER,NA,NA,bigint
ASMT_HIST,VAL10,NUMBER,NA,NA,bigint
ASMT_HIST,TOT11,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD11,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL11,NUMBER,NA,NA,bigint
ASMT_HIST,VAL11,NUMBER,NA,NA,bigint
ASMT_HIST,TOT12,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD12,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL12,NUMBER,NA,NA,bigint
ASMT_HIST,VAL12,NUMBER,NA,NA,bigint
ASMT_HIST,TOT13,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD13,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL13,NUMBER,NA,NA,bigint
ASMT_HIST,VAL13,NUMBER,NA,NA,bigint
ASMT_HIST,TOT14,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD14,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL14,NUMBER,NA,NA,bigint
ASMT_HIST,VAL14,NUMBER,NA,NA,bigint
ASMT_HIST,TOT15,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD15,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL15,NUMBER,NA,NA,bigint
ASMT_HIST,VAL15,NUMBER,NA,NA,bigint
ASMT_HIST,TOT16,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD16,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL16,NUMBER,NA,NA,bigint
ASMT_HIST,VAL16,NUMBER,NA,NA,bigint
ASMT_HIST,TOT17,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD17,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL17,NUMBER,NA,NA,bigint
ASMT_HIST,VAL17,NUMBER,NA,NA,bigint
ASMT_HIST,TOT18,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD18,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL18,NUMBER,NA,NA,bigint
ASMT_HIST,VAL18,NUMBER,NA,NA,bigint
ASMT_HIST,TOT19,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD19,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL19,NUMBER,NA,NA,bigint
ASMT_HIST,VAL19,NUMBER,NA,NA,bigint
ASMT_HIST,TOT20,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD20,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL20,NUMBER,NA,NA,bigint
ASMT_HIST,VAL20,NUMBER,NA,NA,bigint
ASMT_HIST,TOT21,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD21,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL21,NUMBER,NA,NA,bigint
ASMT_HIST,VAL21,NUMBER,NA,NA,bigint
ASMT_HIST,TOT22,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD22,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL22,NUMBER,NA,NA,bigint
ASMT_HIST,VAL22,NUMBER,NA,NA,bigint
ASMT_HIST,TOT23,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD23,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL23,NUMBER,NA,NA,bigint
ASMT_HIST,VAL23,NUMBER,NA,NA,bigint
ASMT_HIST,TOT24,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD24,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL24,NUMBER,NA,NA,bigint
ASMT_HIST,VAL24,NUMBER,NA,NA,bigint
ASMT_HIST,TOT25,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD25,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL25,NUMBER,NA,NA,bigint
ASMT_HIST,VAL25,NUMBER,NA,NA,bigint
ASMT_HIST,TOT26,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD26,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL26,NUMBER,NA,NA,bigint
ASMT_HIST,VAL26,NUMBER,NA,NA,bigint
ASMT_HIST,TOT27,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD27,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL27,NUMBER,NA,NA,bigint
ASMT_HIST,VAL27,NUMBER,NA,NA,bigint
ASMT_HIST,TOT28,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD28,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL28,NUMBER,NA,NA,bigint
ASMT_HIST,VAL28,NUMBER,NA,NA,bigint
ASMT_HIST,TOT29,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD29,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL29,NUMBER,NA,NA,bigint
ASMT_HIST,VAL29,NUMBER,NA,NA,bigint
ASMT_HIST,TOT30,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD30,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL30,NUMBER,NA,NA,bigint
ASMT_HIST,VAL30,NUMBER,NA,NA,bigint
ASMT_HIST,TOT31,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD31,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL31,NUMBER,NA,NA,bigint
ASMT_HIST,VAL31,NUMBER,NA,NA,bigint
ASMT_HIST,TOT32,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD32,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL32,NUMBER,NA,NA,bigint
ASMT_HIST,VAL32,NUMBER,NA,NA,bigint
ASMT_HIST,TOT33,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD33,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL33,NUMBER,NA,NA,bigint
ASMT_HIST,VAL33,NUMBER,NA,NA,bigint
ASMT_HIST,TOT34,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD34,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL34,NUMBER,NA,NA,bigint
ASMT_HIST,VAL34,NUMBER,NA,NA,bigint
ASMT_HIST,TOT35,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD35,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL35,NUMBER,NA,NA,bigint
ASMT_HIST,VAL35,NUMBER,NA,NA,bigint
ASMT_HIST,TOT36,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD36,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL36,NUMBER,NA,NA,bigint
ASMT_HIST,VAL36,NUMBER,NA,NA,bigint
ASMT_HIST,TOT37,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD37,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL37,NUMBER,NA,NA,bigint
ASMT_HIST,VAL37,NUMBER,NA,NA,bigint
ASMT_HIST,TOT38,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD38,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL38,NUMBER,NA,NA,bigint
ASMT_HIST,VAL38,NUMBER,NA,NA,bigint
ASMT_HIST,TOT39,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD39,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL39,NUMBER,NA,NA,bigint
ASMT_HIST,VAL39,NUMBER,NA,NA,bigint
ASMT_HIST,TOT40,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD40,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL40,NUMBER,NA,NA,bigint
ASMT_HIST,VAL40,NUMBER,NA,NA,bigint
ASMT_HIST,TOT41,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD41,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL41,NUMBER,NA,NA,bigint
ASMT_HIST,VAL41,NUMBER,NA,NA,bigint
ASMT_HIST,TOT42,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD42,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL42,NUMBER,NA,NA,bigint
ASMT_HIST,VAL42,NUMBER,NA,NA,bigint
ASMT_HIST,TOT43,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD43,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL43,NUMBER,NA,NA,bigint
ASMT_HIST,VAL43,NUMBER,NA,NA,bigint
ASMT_HIST,TOT44,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD44,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL44,NUMBER,NA,NA,bigint
ASMT_HIST,VAL44,NUMBER,NA,NA,bigint
ASMT_HIST,TOT45,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD45,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL45,NUMBER,NA,NA,bigint
ASMT_HIST,VAL45,NUMBER,NA,NA,bigint
ASMT_HIST,TOT46,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD46,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL46,NUMBER,NA,NA,bigint
ASMT_HIST,VAL46,NUMBER,NA,NA,bigint
ASMT_HIST,TOT47,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD47,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL47,NUMBER,NA,NA,bigint
ASMT_HIST,VAL47,NUMBER,NA,NA,bigint
ASMT_HIST,TOT48,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD48,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL48,NUMBER,NA,NA,bigint
ASMT_HIST,VAL48,NUMBER,NA,NA,bigint
ASMT_HIST,TOT49,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD49,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL49,NUMBER,NA,NA,bigint
ASMT_HIST,VAL49,NUMBER,NA,NA,bigint
ASMT_HIST,TOT50,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD50,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL50,NUMBER,NA,NA,bigint
ASMT_HIST,VAL50,NUMBER,NA,NA,bigint
ASMT_HIST,NOTE1,VARCHAR2,NA,NA,string
ASMT_HIST,NOTE2,VARCHAR2,NA,NA,string
ASMT_HIST,DEACTIVAT,DATE,NA,NA,string
ASMT_HIST,IASW_ID,NUMBER,NA,NA,bigint
ASMT_HIST,TRANS_ID,NUMBER,10,0,bigint
ASMT_HIST,UPD_STATUS,VARCHAR2,NA,NA,string
ASMT_HIST,TOT51,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD51,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL51,NUMBER,NA,NA,bigint
ASMT_HIST,VAL51,NUMBER,NA,NA,bigint
ASMT_HIST,TOT52,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD52,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL52,NUMBER,NA,NA,bigint
ASMT_HIST,VAL52,NUMBER,NA,NA,bigint
ASMT_HIST,TOT53,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD53,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL53,NUMBER,NA,NA,bigint
ASMT_HIST,VAL53,NUMBER,NA,NA,bigint
ASMT_HIST,TOT54,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD54,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL54,NUMBER,NA,NA,bigint
ASMT_HIST,VAL54,NUMBER,NA,NA,bigint
ASMT_HIST,TOT55,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD55,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL55,NUMBER,NA,NA,bigint
ASMT_HIST,VAL55,NUMBER,NA,NA,bigint
ASMT_HIST,TOT56,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD56,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL56,NUMBER,NA,NA,bigint
ASMT_HIST,VAL56,NUMBER,NA,NA,bigint
ASMT_HIST,TOT57,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD57,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL57,NUMBER,NA,NA,bigint
ASMT_HIST,VAL57,NUMBER,NA,NA,bigint
ASMT_HIST,TOT58,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD58,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL58,NUMBER,NA,NA,bigint
ASMT_HIST,VAL58,NUMBER,NA,NA,bigint
ASMT_HIST,TOT59,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD59,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL59,NUMBER,NA,NA,bigint
ASMT_HIST,VAL59,NUMBER,NA,NA,bigint
ASMT_HIST,TOT60,NUMBER,NA,NA,bigint
ASMT_HIST,OVRCOD60,VARCHAR2,NA,NA,string
ASMT_HIST,OVRVAL60,NUMBER,NA,NA,bigint
ASMT_HIST,VAL60,NUMBER,NA,NA,bigint
ASMT_HIST,SPLITNO,NUMBER,15,0,double
ASMT_HIST,USER1,VARCHAR2,NA,NA,string
ASMT_HIST,USER2,VARCHAR2,NA,NA,string
ASMT_HIST,USER3,VARCHAR2,NA,NA,string
ASMT_HIST,USER4,VARCHAR2,NA,NA,string
ASMT_HIST,USER5,VARCHAR2,NA,NA,string
ASMT_HIST,USER6,VARCHAR2,NA,NA,string
ASMT_HIST,USER7,VARCHAR2,NA,NA,string
ASMT_HIST,USER8,VARCHAR2,NA,NA,string
ASMT_HIST,USER9,VARCHAR2,NA,NA,string
ASMT_HIST,USER10,VARCHAR2,NA,NA,string
ASMT_HIST,USER11,VARCHAR2,NA,NA,string
ASMT_HIST,USER12,VARCHAR2,NA,NA,string
ASMT_HIST,USER13,VARCHAR2,NA,NA,string
ASMT_HIST,USER14,VARCHAR2,NA,NA,string
ASMT_HIST,USER15,VARCHAR2,NA,NA,string
ASMT_HIST,USER16,VARCHAR2,NA,NA,string
ASMT_HIST,USER17,VARCHAR2,NA,NA,string
ASMT_HIST,USER18,VARCHAR2,NA,NA,string
ASMT_HIST,USER19,VARCHAR2,NA,NA,string
ASMT_HIST,USER20,VARCHAR2,NA,NA,string
ASMT_HIST,USERVAL1,NUMBER,NA,NA,bigint
