TABLE_NAME,COLUMN_NAME,DATA_TYPE,DATA_PRECISION,DATA_SCALE,HCAT_TYPE
ADDRINDX,GISLINK,VARCHAR2,NA,NA,string
ADDRINDX,BLDGNO,VARCHAR2,NA,NA,string
ADDRINDX,CHILDPARID,VARCHAR2,NA,NA,string
ADDRINDX,USER1,VARCHAR2,NA,NA,string
ADDRINDX,USER2,VARCHAR2,NA,NA,string
ADDRINDX,USER3,VARCHAR2,NA,NA,string
ADDRINDX,USER4,VARCHAR2,NA,NA,string
ADDRINDX,USER5,VARCHAR2,NA,NA,string
ADDRINDX,USER6,VARCHAR2,NA,NA,string
ADDRINDX,USER7,VARCHAR2,NA,NA,string
ADDRINDX,USER8,VARCHAR2,NA,NA,string
ADDRINDX,USER9,VARCHAR2,NA,NA,string
ADDRINDX,USER10,VARCHAR2,NA,NA,string
ADDRINDX,USER11,VARCHAR2,NA,NA,string
ADDRINDX,USER12,VARCHAR2,NA,NA,string
ADDRINDX,USER13,VARCHAR2,NA,NA,string
ADDRINDX,USER14,VARCHAR2,NA,NA,string
ADDRINDX,USER15,VARCHAR2,NA,NA,string
ADDRINDX,ADRID,NUMBER,10,0,bigint
ADDRINDX,ADRPARCHILD,VARCHAR2,NA,NA,string
ADDRINDX,ADRSTATUS,VARCHAR2,NA,NA,string
ADDRINDX,ADRPREMOD,VARCHAR2,NA,NA,string
ADDRINDX,ADRPRETYPE,VARCHAR2,NA,NA,string
ADDRINDX,ADRPOSTMOD,VARCHAR2,NA,NA,string
ADDRINDX,FLOORNO,VARCHAR2,NA,NA,string
ADDRINDX,COOPID,VARCHAR2,NA,NA,string
ADDRINDX,COUNTRY,VARCHAR2,NA,NA,string
ADDRINDX,POSTALCODE,VARCHAR2,NA,NA,string
ADDRINDX,ADDRSRC,VARCHAR2,NA,NA,string
ADDRINDX,ADDRVALID,VARCHAR2,NA,NA,string
ADDRINDX,XCOORD,NUMBER,NA,NA,bigint
ADDRINDX,YCOORD,NUMBER,NA,NA,bigint
ADDRINDX,STRCD,VARCHAR2,NA,NA,string
ADDRINDX,STRRELOC,VARCHAR2,NA,NA,string
APRVAL,JUR,VARCHAR2,NA,NA,string
APRVAL,PARID,VARCHAR2,NA,NA,string
APRVAL,TAXYR,NUMBER,4,0,bigint
APRVAL,SEQ,NUMBER,3,0,bigint
APRVAL,CUR,VARCHAR2,NA,NA,string
APRVAL,WHO,VARCHAR2,NA,NA,string
APRVAL,WEN,DATE,NA,NA,string
APRVAL,WHOCALC,VARCHAR2,NA,NA,string
APRVAL,WENCALC,DATE,NA,NA,string
APRVAL,STATUS,VARCHAR2,NA,NA,string
APRVAL,REASCD,VARCHAR2,NA,NA,string
APRVAL,SPCFLG,VARCHAR2,NA,NA,string
APRVAL,APRLAND,NUMBER,11,0,double
APRVAL,APRBLDG,NUMBER,11,0,double
APRVAL,LANDVAL,NUMBER,11,0,double
APRVAL,BLDGVAL,NUMBER,11,0,double
APRVAL,COMMONLAND,NUMBER,10,0,bigint
APRVAL,COMMONBLDG,NUMBER,10,0,bigint
APRVAL,COSTVAL,NUMBER,11,0,double
APRVAL,COSTDT,DATE,NA,NA,string
APRVAL,INCOME,NUMBER,10,0,bigint
APRVAL,MKTVAL,NUMBER,10,0,bigint
APRVAL,MKTDT,DATE,NA,NA,string
APRVAL,DWELVAL,NUMBER,10,0,bigint
APRVAL,OBYVAL,NUMBER,10,0,bigint
APRVAL,COMVAL,NUMBER,10,0,bigint
APRVAL,NRVAL,NUMBER,10,0,bigint
APRVAL,PPDWELVAL,NUMBER,10,0,bigint
APRVAL,PPOBYVAL,NUMBER,10,0,bigint
APRVAL,PPCOMVAL,NUMBER,10,0,bigint
APRVAL,AREASUM,NUMBER,10,0,bigint
APRVAL,TOTRESLA,NUMBER,10,0,bigint
APRVAL,TOTCOMLA,NUMBER,10,0,bigint
APRVAL,LASTUPD,DATE,NA,NA,string
APRVAL,REVDT,DATE,NA,NA,string
APRVAL,REVCODE,VARCHAR2,NA,NA,string
APRVAL,REVREAS,VARCHAR2,NA,NA,string
APRVAL,REVLAND,NUMBER,11,0,double
APRVAL,REVBLDG,NUMBER,11,0,double
APRVAL,REVTOT,NUMBER,11,0,double
APRVAL,REVWHO,VARCHAR2,NA,NA,string
APRVAL,ECF,NUMBER,3,0,bigint
APRVAL,EXMPPCT,NUMBER,5,2,double
APRVAL,EXMPVAL,NUMBER,11,0,double
APRVAL,EXMPLAND,NUMBER,11,0,double
APRVAL,EXMPBLDG,NUMBER,11,0,double
APRVAL,APRTOT,NUMBER,11,0,double
APRVAL,ASSMKT,NUMBER,10,0,bigint
APRVAL,ROLLTYPE,VARCHAR2,NA,NA,string
APRVAL,POSTTYPE,VARCHAR2,NA,NA,string
APRVAL,CONVLAND,NUMBER,10,0,bigint
APRVAL,CONVBLDG,NUMBER,10,0,bigint
APRVAL,RESGRMVAL,NUMBER,10,0,bigint
APRVAL,COMINCVAL,NUMBER,10,0,bigint
APRVAL,ADJBLDGFACT,NUMBER,7,5,double
APRVAL,ADJLANDFACT,NUMBER,7,5,double
APRVAL,AUID,VARCHAR2,NA,NA,string
APRVAL,NOTE1,VARCHAR2,NA,NA,string
APRVAL,NOTE2,VARCHAR2,NA,NA,string
APRVAL,USERVAL1,NUMBER,10,0,bigint
APRVAL,USERVAL2,NUMBER,10,0,bigint
APRVAL,USERVAL3,NUMBER,10,0,bigint
APRVAL,USERVAL4,NUMBER,10,0,bigint
APRVAL,USERVAL5,NUMBER,10,0,bigint
APRVAL,DEACTIVAT,DATE,NA,NA,string
APRVAL,SALEKEY,NUMBER,8,0,bigint
APRVAL,IASW_ID,NUMBER,NA,NA,bigint
APRVAL,TRANS_ID,NUMBER,10,0,bigint
APRVAL,UPD_STATUS,VARCHAR2,NA,NA,string
APRVAL,USERVAL6,NUMBER,10,0,bigint
APRVAL,USERVAL7,NUMBER,10,0,bigint
APRVAL,USERVAL8,NUMBER,10,0,bigint
APRVAL,USERVAL9,NUMBER,10,0,bigint
APRVAL,USERVAL10,NUMBER,10,0,bigint
APRVAL,USERVAL11,NUMBER,NA,NA,bigint
APRVAL,USERVAL12,NUMBER,NA,NA,bigint
APRVAL,USERVAL13,NUMBER,NA,NA,bigint
APRVAL,USERVAL14,NUMBER,NA,NA,bigint
APRVAL,USERVAL15,NUMBER,NA,NA,bigint
APRVAL,USERVAL16,NUMBER,NA,NA,bigint
APRVAL,USERVAL17,NUMBER,NA,NA,bigint
APRVAL,USERVAL18,NUMBER,NA,NA,bigint
APRVAL,USERVAL19,NUMBER,NA,NA,bigint
APRVAL,USERVAL20,NUMBER,NA,NA,bigint
APRVAL,SALEPRICE,NUMBER,10,0,bigint
APRVAL,SALEDATE,DATE,NA,NA,string
APRVAL,COMVALPERSF,NUMBER,NA,NA,bigint
APRVAL,COMVALPERUNIT,NUMBER,NA,NA,double
APRVAL,USERCHG1,NUMBER,NA,NA,bigint
APRVAL,USERCHG2,NUMBER,NA,NA,bigint
APRVAL,USERCHG3,NUMBER,NA,NA,bigint
APRVAL,USERCHG4,NUMBER,NA,NA,bigint
APRVAL,USERCHG5,NUMBER,NA,NA,bigint
APRVAL,USERCHG6,NUMBER,NA,NA,bigint
APRVAL,USERCHG7,NUMBER,NA,NA,bigint
APRVAL,USERCHG8,NUMBER,NA,NA,bigint
APRVAL,USERCHG9,NUMBER,NA,NA,bigint
APRVAL,USERCHG10,NUMBER,NA,NA,bigint
APRVAL,USERCHG11,NUMBER,NA,NA,bigint
APRVAL,USERCHG12,NUMBER,NA,NA,bigint
APRVAL,USERCHG13,NUMBER,NA,NA,bigint
APRVAL,USERCHG14,NUMBER,NA,NA,bigint
APRVAL,USERCHG15,NUMBER,NA,NA,bigint
APRVAL,USERCHG16,NUMBER,NA,NA,bigint
APRVAL,USERCHG17,NUMBER,NA,NA,bigint
APRVAL,USERCHG18,NUMBER,NA,NA,bigint
APRVAL,USERCHG19,NUMBER,NA,NA,bigint
APRVAL,USERCHG20,NUMBER,NA,NA,bigint
APRVAL,USERCHG21,NUMBER,NA,NA,bigint
APRVAL,USERCHG22,NUMBER,NA,NA,bigint
APRVAL,USERCHG23,NUMBER,NA,NA,bigint
APRVAL,USERCHG24,NUMBER,NA,NA,bigint
APRVAL,USERCHG25,NUMBER,NA,NA,bigint
APRVAL,USERCHG26,NUMBER,NA,NA,bigint
APRVAL,USERCHG27,NUMBER,NA,NA,bigint
APRVAL,USERCHG28,NUMBER,NA,NA,bigint
APRVAL,USERCHG29,NUMBER,NA,NA,bigint
APRVAL,USERCHG30,NUMBER,NA,NA,bigint
APRVAL,USER1,VARCHAR2,NA,NA,string
APRVAL,USER2,VARCHAR2,NA,NA,string
APRVAL,USER3,VARCHAR2,NA,NA,string
APRVAL,USER4,VARCHAR2,NA,NA,string
APRVAL,USER5,VARCHAR2,NA,NA,string
APRVAL,USER6,VARCHAR2,NA,NA,string
APRVAL,USER7,VARCHAR2,NA,NA,string
APRVAL,USER8,VARCHAR2,NA,NA,string
APRVAL,USER9,VARCHAR2,NA,NA,string
APRVAL,USER10,VARCHAR2,NA,NA,string
APRVAL,EXMPPCTL,NUMBER,5,2,double
APRVAL,EXMPPCTB,NUMBER,5,2,double
APRVAL,SPLITNO,NUMBER,15,0,double
APRVAL,PROCNAME,VARCHAR2,NA,NA,string
APRVAL,PROCDATE,DATE,NA,NA,string
APRVAL,TIEBACKLAND,NUMBER,11,0,double
APRVAL,TIEBACKBLDG,NUMBER,11,0,double
APRVAL,TIEBACKTOTAL,NUMBER,11,0,double
APRVAL,INCOMECOST,NUMBER,11,0,double
APRVAL,INCOMEMKT,NUMBER,11,0,double
APRVAL,MKTCOST,NUMBER,11,0,double
APRVAL,EQUFLAG,VARCHAR2,NA,NA,string
APRVAL,LANDPCT,NUMBER,5,2,double
APRVAL,REVMETH,VARCHAR2,NA,NA,string
APRVAL,EXCESS_LAND,NUMBER,14,2,double
APRVAL,EXCESS_IMPROVEMENT,NUMBER,14,2,double
APRVAL,EXCESS_TOTAL,NUMBER,14,2,double
APRVAL,MANMODVAL,NUMBER,11,0,double
APRVAL,MANDATE,DATE,NA,NA,string
APRVAL,COMPASMT,NUMBER,11,0,double
APRVAL,COMPDATE,DATE,NA,NA,string
APRVAL,INCDATE,DATE,NA,NA,string
APRVAL,APRDATE,DATE,NA,NA,string
APRVAL,COMMKTSF,NUMBER,11,0,double
APRVAL,COMMKTSFDATE,DATE,NA,NA,string
APRVAL,COMMKTUN,NUMBER,11,0,double
APRVAL,COMMKTUNDATE,DATE,NA,NA,string
APRVAL,MKTLAND,NUMBER,11,0,double
APRVAL,MRALAND,NUMBER,11,0,double
APRVAL,APMKTVAL,NUMBER,10,0,bigint
APRVAL,USER11,VARCHAR2,NA,NA,string
APRVAL,USER12,VARCHAR2,NA,NA,string
APRVAL,USER13,VARCHAR2,NA,NA,string
APRVAL,USER14,VARCHAR2,NA,NA,string
APRVAL,USER15,VARCHAR2,NA,NA,string
APRVAL,USER16,VARCHAR2,NA,NA,string
APRVAL,USER17,VARCHAR2,NA,NA,string
APRVAL,USER18,VARCHAR2,NA,NA,string
APRVAL,USER19,VARCHAR2,NA,NA,string
APRVAL,USER20,VARCHAR2,NA,NA,string
APRVAL,USER21,VARCHAR2,NA,NA,string
APRVAL,USER22,VARCHAR2,NA,NA,string
APRVAL,USER23,VARCHAR2,NA,NA,string
APRVAL,USER24,VARCHAR2,NA,NA,string
APRVAL,USER25,VARCHAR2,NA,NA,string
APRVAL,USER26,VARCHAR2,NA,NA,string
APRVAL,USER27,VARCHAR2,NA,NA,string
APRVAL,USER28,VARCHAR2,NA,NA,string
APRVAL,USER29,VARCHAR2,NA,NA,string
APRVAL,USER30,VARCHAR2,NA,NA,string
APRVAL,USER31,VARCHAR2,NA,NA,string
APRVAL,USER32,VARCHAR2,NA,NA,string
APRVAL,USER33,VARCHAR2,NA,NA,string
APRVAL,USER34,VARCHAR2,NA,NA,string
APRVAL,USER35,VARCHAR2,NA,NA,string
APRVAL,USER36,VARCHAR2,NA,NA,string
APRVAL,USER37,VARCHAR2,NA,NA,string
APRVAL,USER38,VARCHAR2,NA,NA,string
APRVAL,USER39,VARCHAR2,NA,NA,string
APRVAL,USER40,VARCHAR2,NA,NA,string
APRVAL,OVERRIDEMODELID,NUMBER,NA,NA,bigint
APRVAL,MKTTOTVAL,NUMBER,NA,NA,bigint
APRVAL,OVRMRAVAL,NUMBER,NA,NA,bigint
ASMT_ALL,JUR,VARCHAR2,NA,NA,string
ASMT_ALL,ROLLTYPE,VARCHAR2,NA,NA,string
ASMT_ALL,PARID,VARCHAR2,NA,NA,string
ASMT_ALL,TAXYR,NUMBER,4,0,bigint
ASMT_ALL,VALYEAR,NUMBER,4,0,bigint
ASMT_ALL,VALCLASS,VARCHAR2,NA,NA,string
ASMT_ALL,OVRCLASS,VARCHAR2,NA,NA,string
ASMT_ALL,TAXTABLE,VARCHAR2,NA,NA,string
ASMT_ALL,DISTCODE,VARCHAR2,NA,NA,string
ASMT_ALL,SEQ,NUMBER,3,0,bigint
ASMT_ALL,CUR,VARCHAR2,NA,NA,string
ASMT_ALL,WHO,VARCHAR2,NA,NA,string
ASMT_ALL,WEN,DATE,NA,NA,string
ASMT_ALL,WHOCALC,VARCHAR2,NA,NA,string
ASMT_ALL,WENCALC,DATE,NA,NA,string
ASMT_ALL,STATUS,VARCHAR2,NA,NA,string
ASMT_ALL,REASCD,VARCHAR2,NA,NA,string
ASMT_ALL,PROCNAME,VARCHAR2,NA,NA,string
ASMT_ALL,PROCDATE,DATE,NA,NA,string
ASMT_ALL,FLAG1,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG2,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG3,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG4,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG5,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG6,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG7,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG8,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG9,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG10,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG11,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG12,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG13,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG14,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG15,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG16,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG17,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG18,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG19,VARCHAR2,NA,NA,string
ASMT_ALL,FLAG20,VARCHAR2,NA,NA,string
ASMT_ALL,UDATE1,DATE,NA,NA,string
ASMT_ALL,UDATE2,DATE,NA,NA,string
ASMT_ALL,UDATE3,DATE,NA,NA,string
ASMT_ALL,UDATE4,DATE,NA,NA,string
ASMT_ALL,UDATE5,DATE,NA,NA,string
ASMT_ALL,CLASS,VARCHAR2,NA,NA,string
ASMT_ALL,LUC,VARCHAR2,NA,NA,string
ASMT_ALL,TOTASM1,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCODASM1,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVALASM1,NUMBER,NA,NA,bigint
ASMT_ALL,VALASM1,NUMBER,NA,NA,bigint
ASMT_ALL,TOTASM2,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCODASM2,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVALASM2,NUMBER,NA,NA,bigint
ASMT_ALL,VALASM2,NUMBER,NA,NA,bigint
ASMT_ALL,TOTASM3,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCODASM3,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVALASM3,NUMBER,NA,NA,bigint
ASMT_ALL,VALASM3,NUMBER,NA,NA,bigint
ASMT_ALL,TOTAPR1,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCODAPR1,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVALAPR1,NUMBER,NA,NA,double
ASMT_ALL,VALAPR1,NUMBER,NA,NA,bigint
ASMT_ALL,TOTAPR2,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCODAPR2,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVALAPR2,NUMBER,NA,NA,double
ASMT_ALL,VALAPR2,NUMBER,NA,NA,bigint
ASMT_ALL,TOTAPR3,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCODAPR3,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVALAPR3,NUMBER,NA,NA,double
ASMT_ALL,VALAPR3,NUMBER,NA,NA,bigint
ASMT_ALL,TOTTAX,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCODTAX,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVALTAX,NUMBER,NA,NA,bigint
ASMT_ALL,VALTAX,NUMBER,NA,NA,bigint
ASMT_ALL,TOT01,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD01,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL01,NUMBER,NA,NA,bigint
ASMT_ALL,VAL01,NUMBER,NA,NA,bigint
ASMT_ALL,TOT02,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD02,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL02,NUMBER,NA,NA,bigint
ASMT_ALL,VAL02,NUMBER,NA,NA,bigint
ASMT_ALL,TOT03,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD03,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL03,NUMBER,NA,NA,bigint
ASMT_ALL,VAL03,NUMBER,NA,NA,bigint
ASMT_ALL,TOT04,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD04,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL04,NUMBER,NA,NA,bigint
ASMT_ALL,VAL04,NUMBER,NA,NA,bigint
ASMT_ALL,TOT05,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD05,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL05,NUMBER,NA,NA,bigint
ASMT_ALL,VAL05,NUMBER,NA,NA,bigint
ASMT_ALL,TOT06,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD06,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL06,NUMBER,NA,NA,bigint
ASMT_ALL,VAL06,NUMBER,NA,NA,bigint
ASMT_ALL,TOT07,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD07,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL07,NUMBER,NA,NA,bigint
ASMT_ALL,VAL07,NUMBER,NA,NA,bigint
ASMT_ALL,TOT08,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD08,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL08,NUMBER,NA,NA,bigint
ASMT_ALL,VAL08,NUMBER,NA,NA,bigint
ASMT_ALL,TOT09,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD09,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL09,NUMBER,NA,NA,bigint
ASMT_ALL,VAL09,NUMBER,NA,NA,bigint
ASMT_ALL,TOT10,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD10,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL10,NUMBER,NA,NA,bigint
ASMT_ALL,VAL10,NUMBER,NA,NA,bigint
ASMT_ALL,TOT11,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD11,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL11,NUMBER,NA,NA,bigint
ASMT_ALL,VAL11,NUMBER,NA,NA,bigint
ASMT_ALL,TOT12,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD12,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL12,NUMBER,NA,NA,bigint
ASMT_ALL,VAL12,NUMBER,NA,NA,bigint
ASMT_ALL,TOT13,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD13,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL13,NUMBER,NA,NA,bigint
ASMT_ALL,VAL13,NUMBER,NA,NA,bigint
ASMT_ALL,TOT14,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD14,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL14,NUMBER,NA,NA,bigint
ASMT_ALL,VAL14,NUMBER,NA,NA,bigint
ASMT_ALL,TOT15,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD15,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL15,NUMBER,NA,NA,bigint
ASMT_ALL,VAL15,NUMBER,NA,NA,bigint
ASMT_ALL,TOT16,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD16,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL16,NUMBER,NA,NA,bigint
ASMT_ALL,VAL16,NUMBER,NA,NA,bigint
ASMT_ALL,TOT17,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD17,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL17,NUMBER,NA,NA,bigint
ASMT_ALL,VAL17,NUMBER,NA,NA,bigint
ASMT_ALL,TOT18,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD18,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL18,NUMBER,NA,NA,bigint
ASMT_ALL,VAL18,NUMBER,NA,NA,bigint
ASMT_ALL,TOT19,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD19,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL19,NUMBER,NA,NA,bigint
ASMT_ALL,VAL19,NUMBER,NA,NA,bigint
ASMT_ALL,TOT20,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD20,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL20,NUMBER,NA,NA,bigint
ASMT_ALL,VAL20,NUMBER,NA,NA,bigint
ASMT_ALL,TOT21,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD21,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL21,NUMBER,NA,NA,bigint
ASMT_ALL,VAL21,NUMBER,NA,NA,bigint
ASMT_ALL,TOT22,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD22,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL22,NUMBER,NA,NA,bigint
ASMT_ALL,VAL22,NUMBER,NA,NA,bigint
ASMT_ALL,TOT23,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD23,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL23,NUMBER,NA,NA,bigint
ASMT_ALL,VAL23,NUMBER,NA,NA,bigint
ASMT_ALL,TOT24,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD24,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL24,NUMBER,NA,NA,bigint
ASMT_ALL,VAL24,NUMBER,NA,NA,bigint
ASMT_ALL,TOT25,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD25,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL25,NUMBER,NA,NA,bigint
ASMT_ALL,VAL25,NUMBER,NA,NA,bigint
ASMT_ALL,TOT26,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD26,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL26,NUMBER,NA,NA,bigint
ASMT_ALL,VAL26,NUMBER,NA,NA,bigint
ASMT_ALL,TOT27,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD27,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL27,NUMBER,NA,NA,bigint
ASMT_ALL,VAL27,NUMBER,NA,NA,bigint
ASMT_ALL,TOT28,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD28,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL28,NUMBER,NA,NA,bigint
ASMT_ALL,VAL28,NUMBER,NA,NA,bigint
ASMT_ALL,TOT29,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD29,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL29,NUMBER,NA,NA,bigint
ASMT_ALL,VAL29,NUMBER,NA,NA,bigint
ASMT_ALL,TOT30,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD30,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL30,NUMBER,NA,NA,bigint
ASMT_ALL,VAL30,NUMBER,NA,NA,bigint
ASMT_ALL,TOT31,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD31,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL31,NUMBER,NA,NA,bigint
ASMT_ALL,VAL31,NUMBER,NA,NA,bigint
ASMT_ALL,TOT32,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD32,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL32,NUMBER,NA,NA,bigint
ASMT_ALL,VAL32,NUMBER,NA,NA,bigint
ASMT_ALL,TOT33,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD33,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL33,NUMBER,NA,NA,bigint
ASMT_ALL,VAL33,NUMBER,NA,NA,bigint
ASMT_ALL,TOT34,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD34,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL34,NUMBER,NA,NA,bigint
ASMT_ALL,VAL34,NUMBER,NA,NA,bigint
ASMT_ALL,TOT35,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD35,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL35,NUMBER,NA,NA,bigint
ASMT_ALL,VAL35,NUMBER,NA,NA,bigint
ASMT_ALL,TOT36,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD36,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL36,NUMBER,NA,NA,bigint
ASMT_ALL,VAL36,NUMBER,NA,NA,bigint
ASMT_ALL,TOT37,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD37,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL37,NUMBER,NA,NA,bigint
ASMT_ALL,VAL37,NUMBER,NA,NA,bigint
ASMT_ALL,TOT38,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD38,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL38,NUMBER,NA,NA,bigint
ASMT_ALL,VAL38,NUMBER,NA,NA,bigint
ASMT_ALL,TOT39,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD39,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL39,NUMBER,NA,NA,bigint
ASMT_ALL,VAL39,NUMBER,NA,NA,bigint
ASMT_ALL,TOT40,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD40,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL40,NUMBER,NA,NA,bigint
ASMT_ALL,VAL40,NUMBER,NA,NA,bigint
ASMT_ALL,TOT41,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD41,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL41,NUMBER,NA,NA,bigint
ASMT_ALL,VAL41,NUMBER,NA,NA,bigint
ASMT_ALL,TOT42,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD42,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL42,NUMBER,NA,NA,bigint
ASMT_ALL,VAL42,NUMBER,NA,NA,bigint
ASMT_ALL,TOT43,NUMBER,NA,NA,bigint
ASMT_ALL,OVRCOD43,VARCHAR2,NA,NA,string
ASMT_ALL,OVRVAL43,NUMBER,NA,NA,bigint
ASMT_ALL,VAL43,NUMBER,NA,NA,bigint
